city,competition,date_0,date_1,date_2,date_3,date_4,eliminator,file_no,gender,index,match_number,match_referee,method,neutralvenue,outcome,player_of_match,reserve_umpire,season,series,team,toss_decision,toss_winner,tv_umpire,umpire_0,umpire_1,venue,winner,winner_innings,winner_runs,winner_wickets
Hyderabad,,2014/11/09,,,,,,792293,male,0,3,DC Boon,,,,DPMD Jayawardene,K Bharatan,2014/15,Sri Lanka in India ODI Series,Sri Lanka,bat,Sri Lanka,AK Chaudhary,VA Kulkarni,BNJ Oxenford,"""Rajiv Gandhi International Stadium",India,,,6
Nottingham,,2009/09/17,,,,,,350048,male,0,6,RS Mahanama,,,,TD Paine,NL Bainton,2009,NatWest Series,Australia,bat,Australia,RA Kettleborough,Asad Rauf,NJ Llong,Trent Bridge,Australia,,111,
Chittagong,ICC Cricket World Cup,2011/03/14,,,,,,433590,male,0,32,JJ Crowe,,,,Imrul Kayes,Enamul Haque,2010/11,,Netherlands,bat,Netherlands,DJ Harper,Aleem Dar,RJ Tucker,Zahur Ahmed Chowdhury Stadium,Bangladesh,,,6
Trinidad,,2008/04/10,,,,,,319134,male,0,1,BC Broad,,,,DJ Bravo,T Birbal,2007/08,Sri Lanka in West Indies ODI Series,Sri Lanka,field,West Indies,GE Greaves,CR Duncan,SJA Taufel,"""Queen's Park Oval",West Indies,,,1
Port Elizabeth,,2009/11/29,,,,,,387568,male,0,4,J Srinath,,,,JM Anderson,M Erasmus,2009/10,England in South Africa ODI Series,England,bat,South Africa,JD Cloete,BG Jerling,RJ Tucker,St George's Park,England,,,7
Brisbane,Commonwealth Bank Series,2012/03/04,,,,,,518968,male,0,1,BC Broad,,,,DA Warner,SD Fry,2011/12,,Sri Lanka,bat,Australia,BNJ Oxenford,Asad Rauf,PR Reiffel,"""Brisbane Cricket Ground",Australia,,15,
St Lucia,,2011/04/25,,,,,,489214,male,0,2,JJ Crowe,,,,Ahmed Shehzad,GO Brathwaite,2011,Pakistan in West Indies ODI Series,Pakistan,field,Pakistan,PJ Nero,EAR de Silva,NA Malcolm,"""Beausejour Stadium",Pakistan,,,7
,Asia Cup,2010/06/22,,,,,,455236,male,0,6,AJ Pycroft,,,,MF Maharoof,PG Liyanage,2010,,India,field,Sri Lanka,Sharfuddoula,BF Bowden,BNJ Oxenford,Rangiri Dambulla International Stadium,Sri Lanka,,,7
Bristol,World Cup,2019/06/01,,,,,,1144486,male,0,4,RS Madugalle,,,,DA Warner,RA Kettleborough,2019,,Australia,bat,Afghanistan,MA Gough,Aleem Dar,RK Illingworth,County Ground,Australia,,,7
,,2010/02/12,,,,,,406194,male,0,3,J Srinath,,,no result,,GA Abood,2009/10,West Indies in Australia ODI Series,West Indies,field,West Indies,PR Reiffel,BF Bowden,BNJ Oxenford,Sydney Cricket Ground,,,,
Brisbane,,2010/01/22,,,,,,406202,male,0,1,RS Madugalle,,,,CL White,NS McNamara,2009/10,Pakistan in Australia ODI Series,Pakistan,bat,Pakistan,PR Reiffel,EAR de Silva,RJ Tucker,"""Brisbane Cricket Ground",Australia,,,5
Chester-le-Street,,2008/06/15,,,,,,296904,male,0,1,J Srinath,,,,KP Pietersen,IJ Gould,2008,NatWest Series,New Zealand,field,New Zealand,PJ Hartley,SJ Davis,NJ Llong,Riverside Ground,England,,114,
Canberra,"""ICC Women's Championship",2016/11/20,,,,,,1043955,female,0,2,SR Bernard,D/L,,,MM Lanning,GJ Davidson,2016/17,South Africa Women in Australia ODI Series,South Africa,bat,Australia,,GC Joshua,CA Polosak,Manuka Oval,Australia,,66,
Mirpur,,2010/10/14,,,,,,476599,male,0,4,J Srinath,,,,Shakib Al Hasan,Anisur Rahman,2010/11,New Zealand in Bangladesh ODI Series,New Zealand,field,New Zealand,Nadir Shah,Aleem Dar,Sharfuddoula,Shere Bangla National Stadium,Bangladesh,,9,
,,2016/01/17,,,,,,895811,male,0,3,JJ Crowe,,,,GJ Maxwell,AJ Barrow,2015/16,India in Australia ODI Series,India,field,Australia,MD Martell,SD Fry,RA Kettleborough,Melbourne Cricket Ground,Australia,,,3
Taunton,"""ICC Women's Championship",2015/07/21,,,,,,798369,female,0,1,DT Jukes,,,,NR Sciver,S Redfern,2015,Women's Ashes,Australia,bat,Australia,MJ Saggers,SJ O'Shaughnessy,AG Wharf,County Ground,England,,,4
Nairobi,Tri-Nation Tournament in Kenya,2008/10/17,,,,,,325581,male,0,1,RS Mahanama,,true,,,NN Dave,2008/09,,Zimbabwe,bat,Zimbabwe,,M Erasmus,RB Tiffin,Gymkhana Club Ground,Zimbabwe,,156,
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/08,,,,,,1089140,male,0,5,D Govindjee,,true,,G Bakiweyem,D Odhiambo,2017,,Nigeria,field,Ghana,,F Ekalunga,IO Oyieko,Willowmoore Park B Field,Ghana,,,4
Nelson,,2016/12/31,,,,,,1019977,male,0,3,BC Broad,,,,KS Williamson,WR Knights,2016/17,Bangladesh in New Zealand ODI Series,Bangladesh,bat,Bangladesh,PR Reiffel,CM Brown,C Shamshuddin,Saxton Oval,New Zealand,,,8
Bermuda,ICC World Cricket League Division Three,2013/05/04,,,,,,628092,male,0,,DT Jukes,,true,,RK Vishwakarma,R Austin,2013,,Nepal,field,Nepal,,S Taylor,C Young,"""Lords",Nepal,,,8
Leeds,,2006/07/01,,,,,,225254,male,0,5,CH Lloyd,,,,ST Jayasuriya,,2006,NatWest Series,Sri Lanka,bat,England,IJ Gould,MR Benson,BR Doctrove,Headingley,Sri Lanka,,,8
Birmingham,ICC Champions Trophy,2017/06/02,,,,,,1022349,male,0,2,AJ Pycroft,,true,no result,,HDPK Dharmasena,2017,,New Zealand,bat,New Zealand,NJ Llong,RK Illingworth,RA Kettleborough,Edgbaston,,,,
Mirpur,Asia Cup,2012/03/18,,,,,,535798,male,0,5,DC Boon,,true,,V Kohli,Masudur Rahman,2011/12,,Pakistan,bat,Pakistan,Sharfuddoula,SJ Davis,IJ Gould,Shere Bangla National Stadium,India,,,6
Brisbane,Commonwealth Bank Series,2008/02/05,,,,,,291360,male,0,2,JJ Crowe,,true,no result,,PD Parker,2007/08,,Sri Lanka,bat,India,BNJ Oxenford,SJ Davis,RE Koertzen,"""Brisbane Cricket Ground",,,,
Trinidad,,2011/06/08,,,,,,489222,male,0,2,JJ Crowe,D/L,,,V Kohli,NA Malcolm,2011,India in West Indies ODI Series,India,field,India,JS Wilson,IJ Gould,PJ Nero,"""Queen's Park Oval",India,,,7
Guyana,,2017/04/07,,,,,,1077949,male,0,1,JJ Crowe,,,,JN Mohammed,GO Brathwaite,2017,Pakistan in West Indies ODI Series,Pakistan,field,West Indies,IJ Gould,SD Fry,JS Wilson,Providence Stadium,West Indies,,,4
Kuala Lumpur,ICC World Cricket League Division Three,2014/10/30,,,,,,785991,male,0,,D Govindjee,,true,,Adil Bhatti,B Ramani,2014/15,,United States of America,bat,Bermuda,,R D'Mello,Sri Ganesh,Selangor Turf Club,United States of America,,,10
Southampton,World Cup,2019/06/14,,,,,,1144501,male,0,19,DC Boon,,,,JE Root,P Wilson,2019,,West Indies,field,England,RJ Tucker,HDPK Dharmasena,S Ravi,The Rose Bowl,England,,,8
Barbados,,2017/03/09,,,,,,1027319,male,0,3,JJ Crowe,,,,AD Hales,N Duguid,2016/17,England in West Indies ODI Series,England,field,West Indies,CB Gaffaney,GO Brathwaite,RSA Palliyaguruge,"""Kensington Oval",England,,186,
Singapore,ICC World Cricket League Division Four,2014/06/24,,,,,,749555,male,0,,SR Bernard,,true,,Zishan Shah,DA Haggo,2014,,Oman,field,Oman,,Ahmed Shah Durrani,RSA Palliyaguruge,Indian Association Ground,Denmark,,13,
Perth,,2015/02/01,,,,,,754761,male,0,,AJ Pycroft,,,,GJ Maxwell,MD Martell,2014/15,Carlton Mid One-Day International Tri-Series,England,field,England,JD Ward,M Erasmus,SD Fry,Western Australia Cricket Association Ground,Australia,,112,
London,,2015/06/12,,,,,,743945,male,0,2,J Srinath,D/L,,,LRPL Taylor,MA Gough,2015,New Zealand in England ODI Series,New Zealand,bat,New Zealand,BNJ Oxenford,SJ Davis,RT Robinson,Kennington Oval,New Zealand,,13,
Benoni,ICC Tri-Series (in South Africa),2006/11/30,,,,,,259390,male,0,4,MJ Procter,,true,,GR Codrington,BM White,2006/07,,Canada,field,Canada,,SR Modi,RB Tiffin,Willowmoore Park,Canada,,,3
Sydney,,2012/12/19,,,,,,584549,female,0,4,DJ Harper,,,,AE Satterthwaite,,2012/13,Rose Bowl,New Zealand,bat,Australia,NR Johnstone,BNJ Oxenford,RG Patterson,North Sydney Oval,Australia,,7,
,,2015/10/01,,,,,,919607,male,0,1,DT Jukes,,,,Yasir Shah,I Chabi,2015/16,Pakistan in Zimbabwe ODI Series,Pakistan,field,Zimbabwe,L Rusere,RSA Palliyaguruge,RB Tiffin,Harare Sports Club,Pakistan,,131,
Colombo,ICC Women's World Cup Qualifier,2017/02/10,,,,,,1073409,female,0,9,,,true,,Ayesha Zafar,ID Gunawardene,2016/17,,Pakistan,bat,Pakistan,,LS Reifer,JM Williams,Nondescripts Cricket Club Ground,Pakistan,,236,
Grenada,ICC World Cup,2007/04/16,,,,,,247499,male,0,43,MJ Procter,,true,,NW Bracken,DJ Harper,2006/07,,Sri Lanka,bat,Sri Lanka,MR Benson,Aleem Dar,BR Doctrove,"""National Cricket Stadium",Australia,,,7
,Commonwealth Bank Series,2012/02/05,,,,,,518956,male,0,1,AJ Pycroft,D/L,,,MS Wade,GC Joshua,2011/12,,India,field,India,PR Reiffel,NJ Llong,BNJ Oxenford,Melbourne Cricket Ground,Australia,,65,
Paarl,,2009/10/21,,,,,,423387,female,0,3,CJ Mitchley,,,,C Brits,IH van Kerwel,2009/10,West Indies Women in South Africa ODI Series,West Indies,field,South Africa,,AT Holdstock,CD Isaacs,Boland Bank Park,South Africa,,,7
Mirpur,,2009/10/31,,,,,,422628,male,0,3,RS Madugalle,,,,Tamim Iqbal,Mahfuzur Rahman,2009/10,Zimbabwe in Bangladesh ODI Series,Zimbabwe,field,Bangladesh,Sharfuddoula,Aleem Dar,Nadir Shah,Shere Bangla National Stadium,Bangladesh,,,4
Dublin,,2008/07/29,,,,,,325579,male,0,11,BC Broad,,true,,,RP Smith,2008,European Championship Division One,Scotland,bat,Netherlands,,PK Baldwin,BF Bowden,Clontarf Cricket Club Ground,Scotland,,,6
Hyderabad,,2007/10/05,,,,,,297795,male,0,3,BC Broad,,,,A Symonds,SN Bandekar,2007/08,Australia in India ODI Series,Australia,bat,Australia,GA Pratapkumar,SA Bucknor,SL Shastri,"""Rajiv Gandhi International Stadium",Australia,,47,
,,2017/02/21,,,,,,1079248,male,0,3,DT Jukes,,,,SC Williams,I Chabi,2016/17,Afghanistan in Zimbabwe ODI Series,Afghanistan,bat,Zimbabwe,TJ Matibiri,S George,L Rusere,Harare Sports Club,Zimbabwe,,3,
Southampton,,2015/09/03,,,,,,743977,male,0,1,JJ Crowe,,,,MS Wade,RT Robinson,2015,Australia in England ODI Series,Australia,bat,Australia,HDPK Dharmasena,MA Gough,JS Wilson,The Rose Bowl,Australia,,59,
Dunedin,,2012/02/03,,,,,,520592,male,0,1,DC Boon,,,,MJ Guptill,GAV Baxter,2011/12,Zimbabwe in New Zealand ODI Series,Zimbabwe,field,Zimbabwe,RJ Tucker,Enamul Haque,CB Gaffaney,University Oval,New Zealand,,90,
Wellington,,2014/01/31,,,,,,667649,male,0,5,DC Boon,,,,LRPL Taylor,GAV Baxter,2013/14,India in New Zealand ODI Series,India,field,India,DJ Walker,BF Bowden,RJ Tucker,Westpac Stadium,New Zealand,,87,
Kuala Lumpur,ICC World Cricket League Division Five,2014/03/10,,,,,,722673,male,0,,GF Labrooy,,,,Ahmed Faiz Mohammad Noor,L Poobalan,2013/14,,Guernsey,bat,Malaysia,,Iftikhar Ali,VA Kulkarni,Kinrara Academy Oval,Malaysia,,63,
Colombo,,2017/04/01,,,,,,1083448,male,0,3,AJ Pycroft,,,,NLTC Perera,REJ Martinesz,2016/17,Bangladesh in Sri Lanka ODI Series,Bangladesh,field,Bangladesh,S Ravi,MA Gough,RSA Palliyaguruge,Sinhalese Sports Club Ground,Sri Lanka,,70,
,ICC Cricket World Cup,2015/02/14,,,,,,656401,male,0,2,JJ Crowe,,,,AJ Finch,JS Wilson,2014/15,,England,field,England,BF Bowden,Aleem Dar,HDPK Dharmasena,Melbourne Cricket Ground,Australia,,111,
Kuala Lumpur,ICC World Cricket League Division Three,2014/10/30,,,,,,785993,male,0,,D Govindjee,,true,,RG Mukasa,JD Cloete,2014/15,,Uganda,bat,Nepal,,K Cross,C Young,Kinrara Academy Oval,Nepal,,62,
Colombo,Compaq Cup,2009/09/14,,,,,,403383,male,0,,BC Broad,,,,SR Tendulkar,REJ Martinesz,2009,,India,bat,India,HDPK Dharmasena,EAR de Silva,BR Doctrove,R Premadasa Stadium,India,,46,
,,2013/01/13,,,,,,573015,male,0,2,J Srinath,,,,HDRL Thirimanne,PR Reiffel,2012/13,Sri Lanka in Australia ODI Series,Sri Lanka,field,Sri Lanka,RA Kettleborough,M Erasmus,SD Fry,Adelaide Oval,Sri Lanka,,,8
Kuala Lumpur,ICC World Cricket League Division Three,2014/10/27,,,,,,785981,male,0,,D Govindjee,,true,no result,,AW Louw,2014/15,,Singapore,bat,Singapore,,JD Cloete,K Cross,Selangor Turf Club,,,,
Hamilton,,2015/01/15,,,,,,749783,male,0,2,J Srinath,,,,TM Dilshan,BF Bowden,2014/15,Sri Lanka in New Zealand ODI Series,Sri Lanka,bat,New Zealand,NJ Llong,CB Gaffaney,IJ Gould,Seddon Park,Sri Lanka,,,6
Colombo,"""ICC Women's Championship",2016/09/25,,,,,,1044209,female,0,4,M Pethiyagoda,,,,NE Bolton,PN Udawatta,2016,Australia Women in Sri Lanka ODI Series,Australia,bat,Australia,,JWHD Boteju,RR Wimalasiri,Khettarama Stadium,Australia,,137,
Hobart,ICC Cricket World Cup,2015/03/07,,,,,,656457,male,0,30,RS Mahanama,,true,,EC Joyce,REJ Martinesz,2014/15,,Zimbabwe,field,Zimbabwe,JS Wilson,RSA Palliyaguruge,PR Reiffel,Bellerive Oval,Ireland,,5,
,ICC Women's World Cup Qualifier,2017/02/17,,,,,,1073426,female,0,26,,,true,,Javeria Khan,LS Reifer,2016/17,,Pakistan,bat,Pakistan,,AK Chaudhary,K Cross,Colombo Cricket Club Ground,Pakistan,,86,
Johannesburg,ICC Champions Trophy,2009/09/26,,,,,,415277,male,0,5,JJ Crowe,,true,,MG Johnson,Aleem Dar,2009/10,,West Indies,field,West Indies,BF Bowden,Asad Rauf,AL Hill,New Wanderers Stadium,Australia,,50,
Napier,,2007/12/28,,,,,,300427,male,0,2,BC Broad,D/L,,,PG Fulton,GAV Baxter,2007/08,Bangladesh in New Zealand ODI Series,Bangladesh,bat,New Zealand,EA Watkin,AL Hill,PD Parker,McLean Park,New Zealand,,102,
Bulawayo,,2014/07/24,,,,,,756041,male,0,4,D Govindjee,,,,DT Tiripano,TJ Matibiri,2014,Afghanistan in Zimbabwe ODI Series,Afghanistan,field,Zimbabwe,,O Chirombe,JD Cloete,Queens Sports Club,Afghanistan,,100,
Potchefstroom,,2017/05/11,,,,,,1089525,female,0,6,D Govindjee,,true,,RS Gayakwad,,2017,Women's Quadrangular Series (in South Africa),Zimbabwe,bat,Zimbabwe,,A Jacobs,BP Jele,North-West University No1 Ground,India,,,9
Singapore,Asian Cricket Council Elite League,2014/06/10,,,,,,746095,male,0,,M Gaznavi,,,,R Gaznavi,T Senthil Kumar,2014,,Bhutan,bat,Singapore,,Ninad Dalvi,N Sivan,The Padang,Singapore,,282,
Windhoek,ICC World Cricket League Division Two,2015/01/18,,,,,,812785,male,0,,D Govindjee,,true,,NS Dhaliwal,C Thorburn,2014/15,,Kenya,bat,Canada,,AK Chaudhary,S George,Affies Park,Canada,,46,
Dublin,,2013/07/17,,,,,,644943,female,0,1,DT Jukes,,,,,J McGeehan,2013,Pakistan Women in Ireland ODI Series,Pakistan,bat,Pakistan,,AA Baig,L Fourie,"""Observatory Lane",Pakistan,,157,
London,,2009/09/12,,,,,,350046,male,0,4,RS Mahanama,,,,B Lee,PJ Hartley,2009,NatWest Series,Australia,bat,England,IJ Gould,Asad Rauf,NJ Llong,Lord's,Australia,,,7
Centurion,ICC Champions Trophy,2009/10/05,,,,,,415287,male,0,,RS Mahanama,,true,,SR Watson,BF Bowden,2009/10,,New Zealand,bat,New Zealand,Asad Rauf,Aleem Dar,IJ Gould,SuperSport Park,Australia,,,6
Durban,,2011/10/28,,,,,,514027,male,0,3,J Srinath,,,,SR Watson,S George,2011/12,Australia in South Africa ODI Series,Australia,bat,South Africa,RA Kettleborough,JD Cloete,IJ Gould,Kingsmead,Australia,,,3
Johannesburg,,2007/02/14,,,,,,250672,male,0,5,BC Broad,,,,SM Pollock,ZTA Ndamane,2006/07,Pakistan in South Africa ODI Series,Pakistan,bat,Pakistan,KH Hurter,RE Koertzen,RB Tiffin,New Wanderers Stadium,South Africa,,,9
,Commonwealth Bank Series,2007/01/23,,,,,,249237,male,0,6,RS Madugalle,,true,,JDP Oram,AR Collins,2006/07,,New Zealand,bat,New Zealand,SJ Davis,DJ Harper,IL Howell,Adelaide Oval,New Zealand,,90,
St Kitts,,2016/06/15,,,,,,932859,male,0,6,JJ Crowe,,,,Imran Tahir,JS Wilson,2016,West Indies Tri-Nation Series,South Africa,field,West Indies,RK Illingworth,GO Brathwaite,NJ Llong,"""Warner Park",South Africa,,139,
Colombo,ICC Women's World Cup Qualifier,2017/02/08,,,,,,1073405,female,0,5,,,,,SIP Fernando,AK Chaudhary,2016/17,,Ireland,bat,Sri Lanka,,K Cross,IN Ramage,Nondescripts Cricket Club Ground,Sri Lanka,,146,
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/07,,,,,,434260,male,0,3,AJ Pycroft,,,,MS Dhoni,Mahfuzur Rahman,2009/10,,India,bat,Bangladesh,Sharfuddoula,Enamul Haque,IJ Gould,Shere Bangla National Stadium,India,,,6
Chittagong,,2011/10/18,,,,,,531985,male,0,3,AJ Pycroft,,,,Shakib Al Hasan,Masudur Rahman,2011/12,West Indies in Bangladesh ODI Series,West Indies,field,Bangladesh,Sharfuddoula,Enamul Haque,PR Reiffel,Zahur Ahmed Chowdhury Stadium,Bangladesh,,,8
,"""ICC Women's Championship",2015/03/17,,,,,,828245,female,0,3,GF Labrooy,,true,,L Lee,Akbar Ali,2014/15,Pakistan Women v South Africa Women ODI Series,South Africa,bat,Pakistan,,Ahsan Raza,Khalid Mahmood,Sharjah Cricket Stadium,South Africa,,,5
Manchester,,2011/07/09,,,,,,474471,male,0,5,AG Hurst,,,,IJL Trott,RK Illingworth,2011,NatWest Series,Sri Lanka,bat,England,RJ Bailey,BF Bowden,NJ Llong,Old Trafford,England,,16,
Mirpur,,2014/02/17,,,,,,690355,male,0,1,DC Boon,,,,NLTC Perera,Mahfuzur Rahman,2013/14,Sri Lanka in Bangladesh ODI Series,Sri Lanka,field,Bangladesh,Anisur Rahman,Sharfuddoula,RJ Tucker,Shere Bangla National Stadium,Sri Lanka,,13,
Los Angeles,ICC World Cricket League Division Four,2016/10/30,,,,,,1062502,male,0,,D Govindjee,,,,TP Allen,JM Williams,2016/17,,Italy,bat,Italy,,Iftikhar Ali,CM Tuckett,"""Wong Cricket Field",United States of America,,,1
Dublin,,2017/05/17,,,,,,1033365,male,0,3,RS Madugalle,,true,,JDS Neesham,R Black,2017,Ireland Tri-Nation Series,New Zealand,field,New Zealand,NJ Llong,IJ Gould,AJ Neill,Clontarf Cricket Club Ground,New Zealand,,,4
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/13,,,,,,434264,male,0,,AJ Pycroft,,true,,KMDN Kulasekara,AFM Akhtaruddin,2009/10,,Sri Lanka,field,Sri Lanka,,Enamul Haque,IJ Gould,Shere Bangla National Stadium,Sri Lanka,,,4
St Lucia,,2008/04/15,,,,,,319136,male,0,3,BC Broad,,,no result,,VV Bullen,2007/08,Sri Lanka in West Indies ODI Series,Sri Lanka,field,West Indies,GE Greaves,CR Duncan,SJA Taufel,"""Beausejour Stadium",,,,
Padang,ICC World Cricket League Division Four,2014/06/24,,,,,,749553,male,0,,SR Bernard,,,,Nasir Shafiq,B Manikandan,2014,,Malaysia,field,Malaysia,,Akbar Ali,C Howard,Singapore Cricket Club,Singapore,,48,
,,2014/12/08,,,,,,742619,male,0,1,RS Mahanama,,true,,Haris Sohail,Ahsan Raza,2014/15,Pakistan v New Zealand ODI Series,Pakistan,field,Pakistan,RK Illingworth,Aleem Dar,JS Wilson,Dubai International Cricket Stadium,Pakistan,,,3
Jamaica,,2017/07/06,,,,,,1098210,male,0,5,DC Boon,,,,V Kohli,N Duguid,2017,India in West Indies ODI Series,India,bat,West Indies,CB Gaffaney,HDPK Dharmasena,LS Reifer,"""Sabina Park",India,,,8
Grenada,,2014/08/20,,,,,,730287,male,0,1,JJ Crowe,,,,KA Pollard,GO Brathwaite,2014,Bangladesh in West Indies ODI Series,Bangladesh,field,West Indies,Aleem Dar,RA Kettleborough,JS Wilson,"""National Cricket Stadium",West Indies,,,3
Colombo,,2011/01/31,,,,,,464990,male,0,1,AJ Pycroft,,,no result,,RD Kottahachchi,2010/11,West Indies in Sri Lanka ODI Series,West Indies,bat,West Indies,TH Wijewardene,EAR de Silva,BNJ Oxenford,Sinhalese Sports Club Ground,,,,
Los Angeles,ICC World Cricket League Division Four,2016/11/02,,,,,,1062508,male,0,,D Govindjee,,true,,Zeeshan Siddiqui,Iftikhar Ali,2016/17,,Oman,bat,Italy,,L Oala,JM Williams,"""Wong Cricket Field",Oman,,,5
Bermuda,ICC World Cricket League Division Three,2013/05/02,,,,,,628090,male,0,,DT Jukes,,,,LOB Cann,K Gibbons,2013,,Italy,bat,Bermuda,,V Kalidas,S Taylor,Somerset Cricket Club,Bermuda,,60,
,,2014/01/19,,,,,,636161,male,0,3,RS Madugalle,,,,DA Warner,JD Ward,2013/14,England in Australia ODI Series,England,bat,England,HDPK Dharmasena,SD Fry,REJ Martinesz,Sydney Cricket Ground,Australia,,,7
Singapore,ICC World Cricket League Division Four,2014/06/24,,,,,,749551,male,0,,SR Bernard,,true,,PW Gough,N Mohanty,2014,,Italy,field,Jersey,,Ahmed Shah Pakteen,N Morrison,Kallang Ground,Jersey,,,3
Grenada,ICC World Cup,2007/04/18,,,,,,247501,male,0,45,BC Broad,,true,,MF Maharoof,Aleem Dar,2006/07,,Sri Lanka,field,Sri Lanka,DJ Harper,MR Benson,BR Doctrove,"""National Cricket Stadium",Sri Lanka,,,8
,Commonwealth Bank Series,2008/03/02,,,,,,291371,male,0,1,JJ Crowe,,,,SR Tendulkar,GA Abood,2007/08,,India,bat,Australia,BNJ Oxenford,DJ Harper,RE Koertzen,Sydney Cricket Ground,India,,,6
Antigua,,2006/04/29,,,,,,239907,male,0,1,BC Broad,,,,JE Taylor,,2006,Zimbabwe in West Indies ODI Series,Zimbabwe,field,West Indies,SA Bucknor,BF Bowden,BR Doctrove,"""Antigua Recreation Ground",West Indies,,,5
,Commonwealth Bank Series,2007/02/11,,,,,,249241,male,0,2,MJ Procter,D/L,,,,RD Goodger,2006/07,,England,bat,England,DJ Harper,SJ Davis,IL Howell,Sydney Cricket Ground,England,,34,
,,2015/08/07,,,,,,894291,male,0,3,DC Boon,,,,KS Williamson,I Chabi,2015,New Zealand in Zimbabwe ODI Series,New Zealand,field,Zimbabwe,RB Tiffin,RK Illingworth,TJ Matibiri,Harare Sports Club,New Zealand,,38,
Barbados,ICC World Cup,2007/04/15,,,,,,247498,male,0,42,JJ Crowe,,true,,WTS Porterfield,RE Koertzen,2006/07,,Ireland,bat,Ireland,SJA Taufel,BF Bowden,SA Bucknor,"""Kensington Oval",Ireland,,74,
Padang,ICC World Cricket League Division Four,2014/06/28,,,,,,749571,male,0,,SR Bernard,,true,,HAM Shah,B Manikandan,2014,,Italy,bat,Denmark,,Akbar Ali,N Morrison,Singapore Cricket Club,Denmark,,35,
Mirpur,ICC Cricket World Cup,2011/03/04,,,,,,433576,male,0,19,RS Madugalle,,,,KAJ Roach,BNJ Oxenford,2010/11,,West Indies,bat,Bangladesh,Asad Rauf,SJ Davis,HDPK Dharmasena,Shere Bangla National Stadium,West Indies,,,9
Trinidad,,2006/05/14,,,,,,239913,male,0,7,BC Broad,,,,RR Sarwan,,2006,Zimbabwe in West Indies ODI Series,Zimbabwe,bat,West Indies,SA Bucknor,BF Bowden,BR Doctrove,"""Queen's Park Oval",West Indies,,104,
Chandigarh,,2016/10/23,,,,,,1030223,male,0,3,RB Richardson,,,,V Kohli,Nitin Menon,2016/17,New Zealand in India ODI Series,New Zealand,field,India,AK Chaudhary,BNJ Oxenford,C Shamshuddin,"""Punjab Cricket Association Stadium",India,,,7
Abu Dhabi,DLF Cup,2006/04/19,,,,,,244511,male,0,2,RS Mahanama,,true,,R Dravid,,2005/06,,Pakistan,bat,India,TH Wijewardene,BG Jerling,RE Koertzen,Sheikh Zayed Stadium,India,,51,
,ICC Women's World Cup Qualifier,2017/02/19,,,,,,1073429,female,0,29,,D/L,true,,,K Cross,2016/17,,South Africa,bat,Ireland,,IN Ramage,LS Reifer,Colombo Cricket Club Ground,South Africa,,36,
,,2013/11/01,,,,,,649093,male,0,2,RS Madugalle,,true,,Shahid Afridi,,2013/14,Pakistan v South Africa ODI Series,South Africa,bat,Pakistan,RK Illingworth,SJ Davis,Shozab Raza,Dubai International Cricket Stadium,Pakistan,,66,
St Lucia,,2017/06/09,,,,,,1089779,male,0,1,JJ Crowe,,,,Rashid Khan,N Duguid,2017,Afghanistan in West Indies ODI Series,Afghanistan,bat,Afghanistan,LS Reifer,C Shamshuddin,JS Wilson,"""Darren Sammy National Cricket Stadium",Afghanistan,,63,
London,,2012/08/31,,,,,,534230,male,0,3,AJ Pycroft,,,,EJG Morgan,RK Illingworth,2012,NatWest Series,South Africa,bat,South Africa,SJA Taufel,HDPK Dharmasena,RA Kettleborough,Kennington Oval,England,,,4
Vadodara,,2009/10/25,,,,,,416236,male,0,1,BC Broad,,,,MEK Hussey,MR Benson,2009/10,Australia in India ODI Series,Australia,bat,Australia,S Asnani,AM Saheba,SK Tarapore,Reliance Stadium,Australia,,4,
,,2008/04/16,,,,,,343762,male,0,4,MJ Procter,,,,Shakib Al Hasan,Shozab Raza,2007/08,Bangladesh in Pakistan ODI Series,Bangladesh,bat,Bangladesh,Nadeem Ghauri,SA Bucknor,Zameer Haider,Multan Cricket Stadium,Pakistan,,,7
Trinidad,,2006/05/26,,,,,,239918,male,0,4,BC Broad,,,,DJ Bravo,,2006,India in West Indies ODI Series,India,field,West Indies,SA Bucknor,BR Doctrove,SJA Taufel,"""Queen's Park Oval",West Indies,,,6
Wellington,,2012/02/25,,,,,,520600,male,0,1,RS Mahanama,,,,AB de Villiers,GAV Baxter,2011/12,South Africa in New Zealand ODI Series,South Africa,bat,New Zealand,Aleem Dar,CB Gaffaney,RK Illingworth,Westpac Stadium,South Africa,,,6
